locations,time_of_day,stay_time,arbitary_location_type,place_ID,google_place_types
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,150,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Morning,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,"park,tourist_attraction,point_of_interest,establishment"
