locations,time_of_day,stay_time,arbitary_location_type,place_ID,google_place_types
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,store,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,point_of_interest,food,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,store,food,point_of_interest,establishment"
Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,"grocery_or_supermarket,food,point_of_interest,store,establishment"
