Unnamed: 0,locations,stayTime,randomized_stay_time,timeOfDay_Evening,timeOfDay_Morning,timeOfDay_Night,locationType_Beaches and Parks,locationType_Miscellaneous,locationType_Museums and Galleries,locationType_Religious Site,locationType_Shopping Center,placeID_ChIJ29ux5BlZ4joRqIYssICvt2w,placeID_ChIJ2fnv9CxZ4joRsFXQ14mM27Q,placeID_ChIJ4zP25CFZ4joR5oPveZLBwLA,placeID_ChIJ9asnzG9Z4joRpzOYo3-ENCk,placeID_ChIJBfNyajlZ4joRbxOUv8Ykfl4,placeID_ChIJC46ViHtZ4joRCya8Jp8IxcE,placeID_ChIJQ9yCmWtZ4joRNu1evW41NTo,placeID_ChIJTXbn3s9b4joRxbASabb7l98,placeID_ChIJYZELmiFZ4joRKmKnrRRtj9g,placeID_ChIJZRPdHihY4joRRH3j8j-i36Y,placeID_ChIJiZ1zLxFZ4joRAdmjKdiEMjU,placeID_ChIJiey0cW5Z4joR3EK-cBauPac,placeID_ChIJr7L0oW9Z4joRjaT5aD0oCtk,placeID_ChIJseUqHGtZ4joRgteF9GKSLoc
2861,Galle Face Green,90.0,85.1389872497847,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3610,Galle Face Green,120.0,126.39190585079812,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3104,Galle Face Green,120.0,118.1244816423356,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3105,Galle Face Green,120.0,114.88520403690548,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
388,Galle Face Green,45.0,56.33406255133583,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3608,Galle Face Green,120.0,130.44584682583522,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3406,Galle Face Green,120.0,103.5830589928712,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
387,Galle Face Green,45.0,50.401209659794254,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3358,Galle Face Green,120.0,121.43798869830502,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3357,Galle Face Green,120.0,125.87831546529164,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3348,Galle Face Green,120.0,117.77065827627985,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3473,Galle Face Green,120.0,98.55549740241194,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3609,Galle Face Green,120.0,120.77768106907476,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
534,Galle Face Green,200.0,191.45365918391596,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
684,Galle Face Green,120.0,120.05230164007152,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
445,Galle Face Green,200.0,184.37729431606616,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
446,Galle Face Green,200.0,188.19028227824475,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3438,Galle Face Green,120.0,132.7255267677669,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3437,Galle Face Green,120.0,111.9481819827754,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3336,Galle Face Green,120.0,136.86789698661474,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2870,Galle Face Green,90.0,78.79687918176113,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2964,Galle Face Green,120.0,128.61598135868516,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3331,Galle Face Green,120.0,118.8538416118208,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3153,Galle Face Green,120.0,133.7948864029553,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1758,Gangaramaya Temple,150.0,138.63315018742398,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3549,Gangaramaya Temple,120.0,110.43605721696537,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3014,Gangaramaya Temple,120.0,118.4590935113019,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
497,Gangaramaya Temple,60.0,59.63317590155399,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3197,Gangaramaya Temple,120.0,110.55488259921142,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2472,Gangaramaya Temple,90.0,71.1829756766727,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1747,Gangaramaya Temple,150.0,156.34577249954623,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2487,Gangaramaya Temple,90.0,82.97206484477003,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1578,Gangaramaya Temple,45.0,48.3658782141105,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1908,Gangaramaya Temple,150.0,149.14288423209834,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
537,Gangaramaya Temple,120.0,118.53944264788556,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2446,Gangaramaya Temple,90.0,83.58327287514793,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1464,Gangaramaya Temple,60.0,61.23150626613028,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2445,Gangaramaya Temple,90.0,88.22345951767417,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
536,Gangaramaya Temple,60.0,58.998276695013296,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3027,Gangaramaya Temple,120.0,120.3259205254314,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
519,Gangaramaya Temple,60.0,47.85936488206896,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3028,Gangaramaya Temple,120.0,137.09419782298735,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3029,Gangaramaya Temple,120.0,118.45020588727716,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1466,Gangaramaya Temple,45.0,51.7102700917816,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3015,Gangaramaya Temple,120.0,107.35351979549851,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
535,Gangaramaya Temple,45.0,48.98079474232903,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3545,Gangaramaya Temple,120.0,110.6765006104282,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2189,Gangaramaya Temple,180.0,189.00493584544165,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
331,Gangaramaya Temple,60.0,68.38097516880319,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1465,Gangaramaya Temple,120.0,132.83759250389252,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
330,Gangaramaya Temple,60.0,60.65317087099896,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1248,Gangaramaya Temple,45.0,50.539049642572685,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2430,Gangaramaya Temple,90.0,98.3452625567446,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1247,Gangaramaya Temple,60.0,40.86008833664677,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
332,Gangaramaya Temple,60.0,64.19675666901588,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1981,Gangaramaya Temple,180.0,177.63307059168324,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2429,Gangaramaya Temple,90.0,107.22829195947632,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2352,Gangaramaya Temple,90.0,100.22267885723474,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
449,Gangaramaya Temple,120.0,116.81959019454796,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
448,Gangaramaya Temple,200.0,220.92741338644345,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
447,Gangaramaya Temple,200.0,195.0684544835479,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2343,Gangaramaya Temple,90.0,79.24534122570986,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2342,Gangaramaya Temple,90.0,85.2790702483909,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1199,Gangaramaya Temple,45.0,36.91849668817335,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1198,Gangaramaya Temple,45.0,64.79150803651267,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3474,Gangaramaya Temple,120.0,126.31304634025216,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
389,Gangaramaya Temple,45.0,41.50438364867884,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2255,Gangaramaya Temple,90.0,82.31385580940064,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1124,Gangaramaya Temple,45.0,39.18750490203004,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1125,Gangaramaya Temple,45.0,53.05531612264826,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1126,Gangaramaya Temple,45.0,52.66313903812872,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,Gangaramaya Temple,45.0,53.89194186469855,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
136,Gangaramaya Temple,45.0,55.666844573732135,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2319,Gangaramaya Temple,90.0,82.05896063618914,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2318,Gangaramaya Temple,90.0,88.80751487400659,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2317,Gangaramaya Temple,90.0,104.6131957383556,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
390,Gangaramaya Temple,45.0,51.70373373432908,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
391,Gangaramaya Temple,60.0,48.37603148674332,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2305,Gangaramaya Temple,90.0,90.77365905350298,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2304,Gangaramaya Temple,90.0,91.33417078228874,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3120,Gangaramaya Temple,120.0,119.63265181507722,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1150,Gangaramaya Temple,60.0,62.32231944401578,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3130,Gangaramaya Temple,120.0,99.57664056214328,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3140,Gangaramaya Temple,120.0,118.98144225521456,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
135,Gangaramaya Temple,60.0,52.48871703818065,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3139,Gangaramaya Temple,120.0,124.02511147239426,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2353,Gangaramaya Temple,90.0,107.33011398677772,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2354,Gangaramaya Temple,90.0,120.54444381658304,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2236,Gangaramaya Temple,90.0,89.14920077377211,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2235,Gangaramaya Temple,90.0,85.54122142053782,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
360,Gangaramaya Temple,45.0,47.53696673833642,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
361,Gangaramaya Temple,45.0,41.966173129091445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
362,Gangaramaya Temple,45.0,46.50829258309656,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2420,Gangaramaya Temple,90.0,100.24499274127582,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
93,Gangaramaya Temple,60.0,69.84031975644157,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
94,Gangaramaya Temple,45.0,51.68246336360415,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95,Gangaramaya Temple,120.0,131.4375502282655,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3525,Gangaramaya Temple,120.0,105.42785757191125,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2214,Gangaramaya Temple,90.0,96.62264525301282,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2215,Gangaramaya Temple,90.0,91.51726397889976,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3052,Gangaramaya Temple,120.0,124.22977166878908,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2410,Gangaramaya Temple,90.0,102.31611145923873,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3053,Gangaramaya Temple,120.0,126.4171272201108,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3521,Gangaramaya Temple,120.0,120.78151607747516,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1023,Gangaramaya Temple,45.0,58.1376090087914,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1231,Gangaramaya Temple,45.0,51.43111022856251,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
474,Gangaramaya Temple,60.0,63.53149465448601,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
473,Gangaramaya Temple,45.0,42.95508342945284,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3062,Gangaramaya Temple,120.0,130.13905758358442,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1065,Gangaramaya Temple,45.0,42.70456608511322,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1066,Gangaramaya Temple,60.0,73.72058702418161,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3063,Gangaramaya Temple,120.0,124.8745748071712,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3064,Gangaramaya Temple,120.0,115.30824978821836,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3182,Gangaramaya Temple,120.0,111.38621012358225,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2374,Gangaramaya Temple,90.0,86.99278215517258,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1215,Gangaramaya Temple,45.0,43.70741290098024,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3156,Gangaramaya Temple,120.0,127.655949976357,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3155,Gangaramaya Temple,120.0,121.57075431867456,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3084,Gangaramaya Temple,120.0,110.97663891943851,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2234,Gangaramaya Temple,90.0,86.32426006948491,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2983,Gangaramaya Temple,120.0,101.6092214494334,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
475,Gangaramaya Temple,120.0,121.78184694006777,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2273,Gangaramaya Temple,90.0,75.65632890901128,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1282,Gangaramaya Temple,45.0,49.63143252541912,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1958,Gangaramaya Temple,180.0,187.2995352999264,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
656,Gangaramaya Temple,45.0,51.95432027127176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
655,Gangaramaya Temple,60.0,73.57268398854555,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1710,Gangaramaya Temple,150.0,154.64144063139034,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2039,Gangaramaya Temple,180.0,186.42992852635425,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2674,Gangaramaya Temple,90.0,98.46382216149831,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1358,Gangaramaya Temple,45.0,40.34004868278237,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1357,Gangaramaya Temple,45.0,43.01838388167041,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1614,Gangaramaya Temple,45.0,35.86271978015756,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1613,Gangaramaya Temple,45.0,43.14210843409093,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1356,Gangaramaya Temple,45.0,33.28101066060535,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1612,Gangaramaya Temple,45.0,44.5369327212973,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1281,Gangaramaya Temple,45.0,41.84232895305526,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2711,Gangaramaya Temple,90.0,86.61840090097752,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
262,Gangaramaya Temple,60.0,60.517504456748064,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
633,Gangaramaya Temple,60.0,68.18819122062854,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
632,Gangaramaya Temple,200.0,199.18418467394696,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
631,Gangaramaya Temple,45.0,52.16015040850604,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
844,Gangaramaya Temple,45.0,36.93932727192202,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
845,Gangaramaya Temple,45.0,38.4309196940192,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3421,Gangaramaya Temple,120.0,134.1034487244059,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51,Gangaramaya Temple,60.0,64.32612389115317,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2924,Gangaramaya Temple,120.0,120.67336654267685,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2925,Gangaramaya Temple,120.0,110.59763108204348,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
52,Gangaramaya Temple,60.0,65.92870289952555,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
53,Gangaramaya Temple,60.0,62.54407642040383,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1448,Gangaramaya Temple,60.0,77.5852688359106,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
179,Gangaramaya Temple,45.0,60.75491175393376,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
263,Gangaramaya Temple,60.0,52.13902774438253,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
178,Gangaramaya Temple,45.0,28.322964495974787,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
805,Gangaramaya Temple,60.0,49.21622068577843,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
803,Gangaramaya Temple,60.0,57.38712940569616,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1422,Gangaramaya Temple,200.0,182.2364732557597,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1421,Gangaramaya Temple,45.0,55.66580155895718,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2811,Gangaramaya Temple,90.0,102.46255013140927,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1420,Gangaramaya Temple,60.0,58.92600742613758,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3384,Gangaramaya Temple,120.0,112.55593420121332,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2815,Gangaramaya Temple,90.0,103.92679132983668,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1991,Gangaramaya Temple,180.0,173.40344978855316,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,Gangaramaya Temple,60.0,74.17302370795655,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10,Gangaramaya Temple,45.0,64.54767048914914,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,Gangaramaya Temple,60.0,39.66104362603088,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2764,Gangaramaya Temple,90.0,91.11249386507124,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
219,Gangaramaya Temple,60.0,44.15424422932907,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
220,Gangaramaya Temple,60.0,63.74909571840266,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
804,Gangaramaya Temple,60.0,63.83690731864085,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
759,Gangaramaya Temple,60.0,50.27077568137903,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1677,Gangaramaya Temple,150.0,152.06000628352885,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1401,Gangaramaya Temple,45.0,34.812665274929245,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2835,Gangaramaya Temple,90.0,84.37467262491963,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2839,Gangaramaya Temple,90.0,96.07203149448785,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,Gangaramaya Temple,120.0,118.163514461262,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
686,Gangaramaya Temple,45.0,26.37565290051141,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
685,Gangaramaya Temple,45.0,64.95080560524022,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
779,Gangaramaya Temple,60.0,59.828333039781135,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
780,Gangaramaya Temple,45.0,48.24899674597413,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1385,Gangaramaya Temple,45.0,36.17591403726427,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1700,Gangaramaya Temple,150.0,152.71239322505485,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,Gangaramaya Temple,180.0,180.21278151413387,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2028,Gangaramaya Temple,180.0,177.7156969982986,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1402,Gangaramaya Temple,60.0,63.50033239541236,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2944,Gangaramaya Temple,120.0,111.75130036506324,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
261,Gangaramaya Temple,60.0,48.7708885471764,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2946,Gangaramaya Temple,120.0,125.09601296852053,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
298,Gangaramaya Temple,60.0,54.61803074955994,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
299,Gangaramaya Temple,120.0,108.0793715111184,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
177,Gangaramaya Temple,45.0,50.510100463029545,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3266,Gangaramaya Temple,120.0,108.6259780126074,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2556,Gangaramaya Temple,90.0,92.64574117378386,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1590,Gangaramaya Temple,45.0,43.77952112704033,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
